ScheduleTime,Airline,FlightNumber,Destination,AircraftType,FlightType,Sector,SeatCapacity,LoadFactor
2022-03-01 16:05:00,IR,1124,YFI,32A,J,CA,180,0.6750476394906529
2022-03-01 17:20:00,SV,1530,CKE,73H,J,US,186,0.41695451361943336
2022-03-01 16:25:00,DO,709,ZSW,CR9,J,CA,90,0.3352842278851687
2022-03-01 16:40:00,LJ,884,SCM,32A,J,US,186,0.6637348341325235
2022-03-01 16:35:00,DO,989,YXC,32N,J,CA,180,0.27274349683522964
2022-03-01 17:30:00,IR,1138,YXU,320,J,CA,180,0.718248832155031
2022-03-01 17:15:00,DO,969,YYJ,32N,J,CA,180,0.2728115425436245
2022-03-01 17:20:00,CN,516,EST,AT7,J,US,70,0.5490832652282865
2022-03-01 17:05:00,DO,2915,AMN,32N,C,US,180,0.6243598745131098
2022-03-01 17:40:00,SV,1530,CKE,73H,J,US,186,0.41695451361943336
2022-03-01 18:30:00,DO,717,YLL,AT7,J,CA,70,0.17105767673316538
2022-03-01 18:20:00,SV,1672,YEG,73H,J,CA,186,0.573868413265329
2022-03-01 18:15:00,NU,536,UTM,AT7,J,US,48,0.4529513312769947
2022-03-01 17:20:00,NV,1253,YCD,319,J,CA,180,0.611413494197114
2022-03-01 17:55:00,DO,1045,YVR,CR9,J,CA,90,0.3689029323678524
2022-03-01 18:40:00,DO,654,YXC,32N,J,CA,180,0.2701968165124138
2022-03-01 19:00:00,DO,699,YCD,CR9,J,CA,90,0.3626614984342831
2022-03-01 18:05:00,DO,832,PVG,333,J,CN,262,0.18169225493717542
2022-03-01 18:55:00,SV,1531,CKE,73H,J,US,186,0.4121660629132673
2022-03-01 19:10:00,CL,1849,YXU,73H,J,CA,189,0.7392591810645253
2022-03-01 18:45:00,JZ,820,YHM,32B,J,CA,209,0.5961157986963295
2022-03-01 19:00:00,ML,654,YKF,E90,J,CA,106,0.5827504883376048
2022-03-01 20:25:00,KU,924,YZF,223,J,CA,145,0.5798104380593749
2022-03-01 20:45:00,NH,602,MSP,E95,J,US,120,0.5809091301569137
2022-03-01 20:45:00,CL,702,DFW,73H,J,US,189,0.6499123601548553
2022-03-01 20:25:00,NI,2312,CLR,DH4,J,US,76,0.4926055217064134
2022-03-01 20:10:00,CL,1431,YBR,73H,J,CA,189,0.6352205578416692
2022-03-01 20:25:00,LJ,3256,YEG,32A,J,CA,186,0.714568325726526
2022-03-01 21:25:00,DO,907,CKE,320,J,US,168,0.2772591454717481
2022-03-01 20:20:00,DO,923,KWT,AT7,J,US,70,0.16762739589764108
2022-03-01 20:25:00,DO,747,YJO,CR9,J,CA,90,0.1688155983294763
2022-03-01 22:05:00,LJ,1162,YWG,32A,J,CA,186,0.6110659268794804
2022-03-01 21:05:00,CN,518,EST,AT7,J,US,70,0.5204792521529918
2022-03-01 22:40:00,CL,2961,YQU,7M8,J,CA,197,0.5716181204219721
2022-03-01 22:40:00,DO,751,HFD,CR9,J,US,90,0.1592218404683248
2022-03-02 06:25:00,UK,1315,YXX,319,J,CA,131,0.6371333737020494
2022-03-02 05:45:00,DO,2567,YXU,32N,J,CA,180,0.5868917396207991
2022-03-02 05:50:00,UK,777,YVR,32A,J,CA,172,0.6236339877839477
2022-03-02 07:30:00,DO,901,CKE,CR9,J,US,90,0.2831275861628699
2022-03-02 06:20:00,ML,653,YKF,E75,J,CA,82,0.5276192374120418
2022-03-02 06:25:00,DO,651,YXC,32N,J,CA,180,0.2616569487819989
2022-03-02 07:10:00,SV,1527,CKE,73H,J,US,186,0.39735667617353404
2022-03-02 06:45:00,CN,510,EST,AT4,J,US,46,0.5644626085003297
2022-03-02 06:55:00,DO,667,YYZ,32N,J,CA,180,0.3964567416616352
2022-03-02 08:20:00,DO,972,YYJ,32N,J,CA,180,0.25119654510935086
2022-03-02 07:10:00,DO,1043,ZSW,CR9,J,CA,90,0.3102715921952137
2022-03-02 08:35:00,DO,1123,OFF,CR9,J,US,90,0.28842560553977387
2022-03-02 07:45:00,DO,1454,AUM,CR9,J,US,90,0.22427617079035625
2022-03-02 08:00:00,CL,2781,HFD,73H,J,US,189,0.6254146098669912
2022-03-02 08:15:00,NU,534,UTM,AT7,J,US,48,0.39683600900180227
2022-03-02 08:40:00,CN,511,EST,AT7,J,US,70,0.5000167411849972
2022-03-02 08:45:00,DO,914,KWT,AT7,J,US,70,0.15825584761969458
2022-03-02 08:50:00,CN,551,CKE,AT7,J,US,72,0.4803070101515767
2022-03-02 08:30:00,DO,688,YLW,32N,J,CA,180,0.43272661808846885
2022-03-02 08:25:00,DO,679,YWG,CR9,J,CA,90,0.3204347814163252
2022-03-02 09:40:00,LJ,2394,YKA,320,J,CA,186,0.6501507377056488
2022-03-02 08:25:00,TN,554,DOH,789,J,QA,311,0.4848959719652108
2022-03-02 09:30:00,DO,902,CKE,32N,J,US,180,0.30071013509121863
2022-03-02 09:25:00,LJ,3140,DEN,320,J,US,186,0.6468526420548566
2022-03-02 09:30:00,LJ,1774,YLW,320,J,CA,186,0.6911402484943854
2022-03-02 09:55:00,KU,922,YZF,223,J,CA,145,0.6388936165837282
2022-03-02 10:15:00,NH,600,MSP,E95,J,US,120,0.6233610785446987
2022-03-02 10:00:00,CL,635,BWI,73H,J,US,189,0.6718192078887133
2022-03-02 10:40:00,DO,1445,RNH,32N,J,US,180,0.4373714393341128
2022-03-02 10:40:00,ML,654,YKF,E75,J,CA,82,0.5645748841783166
2022-03-02 11:15:00,PU,857,ASE,738,J,US,189,0.6425521078582319
2022-03-02 10:45:00,CN,552,CKE,AT7,J,US,72,0.5229715037139974
2022-03-02 12:10:00,CL,3040,FTL,73H,J,US,189,0.6020577638322114
2022-03-02 11:20:00,DO,986,YXC,32N,J,CA,180,0.27736192914242613
2022-03-02 12:45:00,DO,727,BWI,32N,J,US,180,0.44290164065587645
2022-03-02 12:25:00,DO,764,AIY,32N,J,US,180,0.5363306467607927
2022-03-02 13:10:00,IA,876,DEN,73H,J,US,186,0.6310411584028918
2022-03-02 12:25:00,DO,985,YXC,CR9,J,CA,90,0.3054394686157872
2022-03-02 12:20:00,LJ,988,YQQ,320,J,CA,186,0.6421209068444793
2022-03-02 12:15:00,JZ,822,YHM,32B,J,CA,209,0.6006664479708171
2022-03-02 13:05:00,DO,1080,YJO,CR9,J,CA,90,0.22898008268993753
2022-03-02 13:40:00,VW,771,YYZ,32Q,J,CA,220,0.6830823465515398
2022-03-02 12:25:00,MC,753,YXH,32Q,J,CA,216,0.636457900391576
2022-03-02 12:55:00,DO,1070,YHM,CR9,J,CA,90,0.358401369675889
2022-03-02 12:40:00,UK,1313,YXX,319,J,CA,131,0.6473011860802295
2022-03-02 14:05:00,DO,753,HFD,CR9,J,US,90,0.2516775645447914
2022-03-02 14:40:00,DO,1456,AUM,32N,J,US,180,0.27997150071856847
2022-03-02 13:40:00,DO,1124,OFF,CR9,J,US,90,0.32098663990443
2022-03-02 14:05:00,IA,876,DEN,E75,J,US,88,0.6334732026714589
2022-03-02 14:30:00,UK,776,YVR,32A,J,CA,172,0.6194091879946372
2022-03-02 14:40:00,CN,526,ONL,AT4,J,US,46,0.4601919459702919
2022-03-02 15:15:00,SV,1528,CKE,73H,J,US,186,0.4285798027621234
2022-03-02 14:30:00,DO,974,YYJ,32N,J,CA,180,0.2776744554379796
2022-03-02 15:35:00,DO,1016,DEN,CR9,J,US,90,0.359418282437904
2022-03-02 16:15:00,TN,553,DOH,788,J,QA,254,0.4896920432938236
2022-03-02 16:05:00,DO,814,ORD,333,J,US,262,0.15127469089769333
2022-03-02 15:55:00,CL,1391,YYF,73H,J,CA,189,0.5874170904091728
2022-03-02 16:45:00,BJ,1903,YHZ,319,J,CA,150,0.5339168151330609
2022-03-02 16:30:00,DO,1385,YXX,32N,J,CA,180,0.40160236379215714
2022-03-02 16:05:00,SV,1530,CKE,73H,J,US,186,0.4285798027621234
2022-03-02 17:35:00,DO,709,ZSW,CR9,J,CA,90,0.3392754511561052
2022-03-02 16:45:00,DO,905,CKE,320,J,US,168,0.334858896177707
2022-03-02 17:10:00,DO,989,YXC,32N,J,CA,180,0.27594815849971527
2022-03-02 17:50:00,DO,919,KWT,AT7,J,US,70,0.21825838435641837
2022-03-02 17:50:00,DO,686,YLW,CR9,J,CA,90,0.41268266761010086
2022-03-02 17:15:00,CN,516,EST,AT7,J,US,70,0.5651989132571398
2022-03-02 18:15:00,IA,877,DEN,73H,J,US,186,0.6310411584028918
2022-03-02 17:55:00,SV,1530,CKE,73H,J,US,186,0.4285798027621234
2022-03-02 17:20:00,CN,527,ONL,AT4,J,US,46,0.5293419179401581
2022-03-02 17:00:00,GQ,1095,CYT,7M8,J,US,151,0.5579925435101621
2022-03-02 18:40:00,VW,773,YYZ,320,J,CA,180,0.6822637244713949
2022-03-02 17:20:00,NU,536,UTM,AT7,J,US,48,0.4595462928283807
2022-03-02 17:25:00,LJ,1162,YWG,320,J,CA,186,0.6247799816452574
2022-03-02 18:30:00,DO,1045,YVR,CR9,J,CA,90,0.37289415563878886
2022-03-02 17:45:00,DO,699,YCD,CR9,J,CA,90,0.3769051628127455
2022-03-02 18:25:00,CL,636,ASL,73H,J,US,189,0.6526575731084301
2022-03-02 19:40:00,SV,1531,CKE,73H,J,US,186,0.4065693548715879
2022-03-02 19:30:00,DO,976,YYJ,32N,J,CA,180,0.26393255021850587
2022-03-02 19:10:00,LJ,1385,LAS,320,J,US,186,0.6398470449877751
2022-03-02 19:35:00,DO,906,CKE,AT7,J,US,70,0.3140828210921594
2022-03-02 19:35:00,KU,924,YZF,320,J,CA,180,0.6114538707133618
2022-03-02 20:20:00,SV,1532,CKE,73H,J,US,186,0.3801294539796618
2022-03-02 20:50:00,NH,602,MSP,E95,J,US,120,0.5861201118073707
2022-03-02 20:25:00,BJ,3582,ZSW,32A,J,CA,180,0.42720511101689457
2022-03-02 19:55:00,NI,2312,CLR,DH4,J,US,76,0.5123123670007403
2022-03-02 19:45:00,LJ,1776,YLW,320,J,CA,186,0.6933830096161493
2022-03-02 21:05:00,LJ,3256,YEG,319,J,CA,156,0.7356199168543862
2022-03-02 21:00:00,DO,907,CKE,32N,J,US,180,0.24058286347586058
2022-03-02 20:20:00,DO,1125,OFF,CR9,J,US,90,0.28039685441151563
2022-03-02 21:20:00,DO,923,KWT,AT7,J,US,70,0.17453852861937605
2022-03-02 21:05:00,CL,3779,YWG,73H,J,CA,189,0.5870462663184521
2022-03-02 21:55:00,CL,711,YQR,73H,J,CA,189,0.5906287538708823
2022-03-02 22:35:00,DO,1414,DAB,CR9,J,US,90,0.04817237421974183
2022-03-02 23:25:00,DO,976,YYJ,32N,J,CA,180,0.13281144879191067
2022-03-03 06:15:00,MC,751,YXH,32N,J,CA,174,0.5765166005536496
2022-03-03 05:35:00,SV,1723,YXU,73H,J,CA,186,0.7254093588702045
2022-03-03 06:30:00,PW,950,YLW,319,J,CA,143,0.7076351826421454
2022-03-03 06:25:00,UK,777,YVR,32A,J,CA,172,0.6403696992140487
2022-03-03 07:10:00,DO,2567,YXU,32N,J,CA,180,0.5828700457848968
2022-03-03 07:00:00,SV,1564,YYJ,73H,J,CA,186,0.36612432121669775
2022-03-03 07:25:00,DO,651,YXC,CR9,J,CA,90,0.2790069422464687
2022-03-03 06:40:00,CN,510,EST,AT4,J,US,46,0.5733728336024533
2022-03-03 08:30:00,DO,700,YZF,32N,J,CA,180,0.39935539803087805
2022-03-03 07:45:00,CL,3040,FTL,73H,J,US,189,0.566373481719777
2022-03-03 07:30:00,DO,1047,YLL,AT7,J,CA,70,0.14530379561471862
2022-03-03 08:25:00,DO,987,YXC,319,J,CA,150,0.3283214156316418
2022-03-03 07:40:00,DO,1123,OFF,CR9,J,US,90,0.28628067749419284
2022-03-03 08:05:00,NU,534,UTM,AT7,J,US,48,0.4260504449069042
2022-03-03 08:30:00,DO,704,YQQ,CR9,J,CA,90,0.35544877944400227
2022-03-03 08:35:00,CN,511,EST,AT7,J,US,70,0.5213810084804583
2022-03-03 07:50:00,DO,1061,LAS,32N,J,US,180,0.4045222153391802
2022-03-03 07:50:00,PO,619,RNH,73H,C,US,189,0.8319440915030931
2022-03-03 08:35:00,CN,551,CKE,AT7,J,US,72,0.5280810428025899
2022-03-03 09:25:00,JZ,817,YHM,E90,J,CA,100,0.6282976622846231
2022-03-03 08:05:00,BJ,3581,ZSW,32A,J,CA,180,0.4322134308611968
2022-03-03 09:10:00,ZY,811,YXC,73H,J,CA,186,0.5002129254251089
2022-03-03 08:50:00,DO,644,YXE,CR9,J,CA,90,0.08345100166472207
2022-03-03 10:05:00,DO,817,HDI,359,J,US,300,0.23811903659428207
2022-03-03 09:15:00,PW,1083,YLW,223,J,CA,148,0.7295035719090123
2022-03-03 10:45:00,IA,875,DEN,73H,J,US,186,0.6512737636832361
2022-03-03 10:05:00,CL,635,BWI,73H,J,US,189,0.6850023222790319
2022-03-03 09:45:00,LJ,3254,YEG,320,J,CA,186,0.7115461091493603
2022-03-03 10:45:00,LW,672,ARB,32Q,C,US,221,0.7181080915813615
2022-03-03 10:10:00,PU,857,ASE,738,J,US,189,0.6658611879558723
2022-03-03 10:50:00,ZY,2290,PHX,73H,J,US,186,0.7036776902502885
2022-03-03 12:05:00,DO,1057,YKA,CR9,J,CA,90,0.4064269625529412
2022-03-03 10:50:00,CN,552,CKE,AT7,J,US,72,0.5745019188843326
2022-03-03 12:25:00,DO,973,YYJ,32N,J,CA,180,0.29239430452652404
2022-03-03 12:00:00,ZP,800,KEF,32Q,J,IS,192,0.5849767026331253
2022-03-03 12:35:00,OK,750,YOW,320,J,CA,174,0.603089491979325
2022-03-03 11:35:00,DO,1257,IJX,32N,J,US,180,0.40456889069845153
2022-03-03 13:10:00,IA,876,DEN,73H,J,US,186,0.650309150782808
2022-03-03 11:55:00,SH,617,SIN,359,J,SG,253,0.2096467448593223
2022-03-03 12:45:00,DO,810,BOW,333,J,US,262,0.20987721084475552
2022-03-03 12:50:00,LJ,988,YQQ,320,J,CA,186,0.6588336015553692
2022-03-03 12:05:00,JZ,822,YHM,32B,J,CA,209,0.6161284236681576
2022-03-03 13:30:00,DO,1095,PTL,CR9,J,US,90,0.22124422372734717
2022-03-03 13:20:00,DO,1415,DAB,CR9,J,US,90,0.14950060500067605
2022-03-03 12:15:00,AY,651,YYG,320,J,CA,174,0.603869160857591
2022-03-03 12:55:00,ZT,568,KEF,75W,J,IS,183,0.6002826422005791
2022-03-03 14:05:00,UK,1313,YXX,319,J,CA,131,0.6593155560081538
2022-03-03 13:50:00,DO,753,HFD,CR9,J,US,90,0.26361331918791187
2022-03-03 13:10:00,GQ,3125,ASE,73H,J,US,189,0.6654247196003781
2022-03-03 14:50:00,DO,1040,ZSW,CR9,J,CA,90,0.35097542804839277
2022-03-03 14:35:00,IA,876,DEN,E90,J,US,100,0.6972850851162387
2022-03-03 14:05:00,FP,550,DXB,77W,J,AE,428,0.49844422434649405
2022-03-03 15:05:00,CL,2961,YQU,7M8,J,CA,197,0.6373663558829242
2022-03-03 13:55:00,RS,839,YXC,73H,J,CA,189,0.46992206757149857
2022-03-03 15:25:00,CN,526,ONL,AT4,J,US,46,0.5366687874654208
2022-03-03 15:20:00,KU,923,YZF,223,J,CA,145,0.6440728033260729
2022-03-03 15:45:00,DO,974,YYJ,32N,J,CA,180,0.29239430452652404
2022-03-03 14:55:00,NU,535,UTM,AT7,J,US,48,0.47967727603276433
2022-03-03 14:40:00,DO,986,YXC,320,J,CA,168,0.3205847567828455
2022-03-03 16:20:00,TN,553,DOH,788,J,QA,254,0.5028890834112991
2022-03-03 16:25:00,DO,1385,YXX,320,J,CA,168,0.4405681690945316
2022-03-03 15:25:00,CN,515,EST,AT4,J,US,46,0.6524116934469666
2022-03-03 17:15:00,DO,1417,YKF,CR9,J,CA,90,0.36630796400418913
2022-03-03 16:20:00,DO,709,ZSW,CR9,J,CA,90,0.35097542804839277
2022-03-03 16:35:00,DO,680,YWG,32N,J,CA,180,0.3459803683038836
2022-03-03 16:40:00,DO,989,YXC,32N,J,CA,180,0.2864034208651229
2022-03-03 16:45:00,DO,919,KWT,AT7,J,US,70,0.2336498992687434
2022-03-03 16:40:00,SV,1528,CKE,73H,J,US,186,0.48243513075915656
2022-03-03 16:45:00,DO,969,YYJ,32N,J,CA,180,0.29239430452652404
2022-03-03 17:40:00,CN,516,EST,AT7,J,US,72,0.5958228064510187
2022-03-03 17:35:00,DO,705,YQQ,32N,J,CA,180,0.4167987545814649
2022-03-03 18:10:00,DO,717,YLL,AT7,J,CA,70,0.19429566375610913
2022-03-03 17:30:00,GQ,1095,CYT,32Q,J,US,190,0.5789044104502661
2022-03-03 17:25:00,MD,1538,MJQ,321,J,US,230,0.6348092444225886
2022-03-03 18:15:00,DO,703,YZF,CR9,J,CA,90,0.38523609547175225
2022-03-03 18:15:00,CL,701,YBR,73H,J,CA,189,0.6725471525331033
2022-03-03 18:35:00,DO,1045,YVR,CR9,J,CA,90,0.3852830706461441
2022-03-03 18:45:00,UK,1314,YXX,319,J,CA,131,0.6593155560081538
2022-03-03 18:30:00,DO,699,YCD,CR9,J,CA,90,0.3893026467256814
2022-03-03 18:30:00,CN,556,CKE,AT7,J,US,72,0.5825495704800417
2022-03-03 19:10:00,SV,1531,CKE,73H,J,US,186,0.4605441173155352
2022-03-03 19:20:00,JZ,820,YHM,320,J,CA,174,0.5919467119473819
2022-03-03 18:40:00,DO,990,YXC,319,J,CA,150,0.35378171364619254
2022-03-03 19:25:00,ML,654,YKF,E90,J,CA,106,0.6017004454605617
2022-03-03 20:20:00,EM,546,GBR,223,J,US,145,0.4360778482166932
2022-03-03 19:25:00,NH,602,MSP,320,J,US,174,0.6141416557166426
2022-03-03 20:50:00,LJ,3154,DEN,319,J,US,156,0.6705771517941124
2022-03-03 20:00:00,BJ,1903,YHZ,32A,J,CA,180,0.4448810238248191
2022-03-03 20:55:00,LJ,1776,YLW,320,J,CA,186,0.703475443092485
2022-03-03 20:55:00,DO,1460,YKK,CR9,J,CA,90,0.31811970990511285
2022-03-03 21:10:00,DO,709,ZSW,CR9,J,CA,90,0.2989829451224484
2022-03-03 21:20:00,DO,648,YXE,32N,J,CA,180,0.15788091097933488
2022-03-03 20:55:00,DO,1125,OFF,CR9,J,US,88,0.2891089833818333
2022-03-03 20:50:00,DO,747,YJO,CR9,J,CA,90,0.18015954073057694
2022-03-03 22:00:00,LJ,2396,YKA,320,J,CA,180,0.6236235033862405
2022-03-03 21:55:00,CN,518,EST,AT7,J,US,72,0.5703510028914204
2022-03-03 22:45:00,CL,711,YQR,7M8,J,CA,197,0.5700221114479872
2022-03-03 22:15:00,CL,1391,YYF,73H,J,CA,189,0.5675448393015992
2022-03-03 22:10:00,DO,991,YXC,32N,J,CA,180,0.17995043292928858
2022-03-03 23:05:00,DO,1414,DAB,CR9,J,US,90,0.04542710633313917
2022-03-04 05:25:00,IA,874,DEN,73J,J,US,188,0.6197531888544829
2022-03-04 06:40:00,PW,950,YLW,319,J,CA,143,0.722841149731324
2022-03-04 05:55:00,SV,1743,BWI,73H,J,US,186,0.5978633648219677
2022-03-04 06:55:00,DO,901,CKE,CR9,J,US,90,0.3465746803618793
2022-03-04 07:15:00,ML,653,YKF,E75,J,CA,82,0.5617782909554884
2022-03-04 06:35:00,NV,1256,YCD,320,J,CA,180,0.5931260897722712
2022-03-04 07:35:00,SV,1564,YYJ,73H,J,CA,186,0.40365665384399113
2022-03-04 07:00:00,SV,1527,CKE,73H,J,US,186,0.5048833501778787
2022-03-04 08:30:00,SV,1573,YXC,73H,J,CA,186,0.417326751905115
2022-03-04 07:40:00,CL,2961,YQU,73H,J,CA,189,0.6180505741216039
2022-03-04 07:50:00,DO,972,YYJ,32N,J,CA,180,0.29794007643046705
2022-03-04 07:45:00,DO,1047,YLL,AT7,J,CA,70,0.18043813362363592
2022-03-04 08:00:00,DO,750,YKF,CR9,J,CA,90,0.36679202385863435
2022-03-04 07:35:00,DO,1123,OFF,CR9,J,US,90,0.3192438985461493
2022-03-04 08:35:00,NU,534,UTM,AT7,J,US,48,0.47127764638132086
2022-03-04 07:50:00,DO,697,YCD,CR9,J,CA,90,0.3863652608119775
2022-03-04 08:05:00,SH,617,BWI,359,J,US,253,0.23193130615101462
2022-03-04 07:50:00,CN,524,ONL,AT4,J,US,46,0.45946955347554164
2022-03-04 08:30:00,DO,1061,LAS,320,J,US,168,0.46348195133693115
2022-03-04 08:35:00,DO,698,KEF,32N,J,IS,180,0.32751280980480135
2022-03-04 08:20:00,PO,572,RNH,73H,C,US,189,0.8707639257074624
2022-03-04 09:30:00,DO,759,YOW,32N,J,CA,180,0.4676143113730048
2022-03-04 08:00:00,EM,544,GBR,223,J,US,145,0.42720706078067894
2022-03-04 09:15:00,CL,1431,YBR,7M8,J,CA,197,0.7205868676283483
2022-03-04 08:50:00,TN,554,DOH,788,J,QA,254,0.4740460666101966
2022-03-04 08:45:00,DO,972,YYJ,32N,J,CA,180,0.30605822027163554
2022-03-04 09:40:00,IK,868,BKL,32B,C,US,212,0.8831957121805263
2022-03-04 09:00:00,LJ,1774,YLW,320,J,CA,186,0.7245889672700409
2022-03-04 10:10:00,KU,922,YZF,223,J,CA,145,0.6787993134639055
2022-03-04 08:55:00,CL,635,BWI,73H,J,US,189,0.6745105730882667
2022-03-04 09:20:00,NH,600,MSP,320,J,US,174,0.6653240595604201
2022-03-04 09:20:00,UK,775,YVR,CR9,J,CA,84,0.5639007378753909
2022-03-04 10:35:00,CL,2413,YWP,73H,J,CA,189,0.5843795251585245
2022-03-04 11:30:00,SV,1600,YKA,73H,J,CA,186,0.6128316423856831
2022-03-04 11:10:00,CL,1840,PHX,73H,J,US,189,0.7148418828220029
2022-03-04 11:55:00,DO,679,YQR,32N,J,CA,180,0.44012743141016386
2022-03-04 11:20:00,BT,660,NPA,DH4,J,US,76,0.5538260710434714
2022-03-04 11:55:00,CN,552,CKE,AT7,J,US,72,0.6197042583320467
2022-03-04 11:50:00,DO,764,AIY,32N,J,US,180,0.5761732053751816
2022-03-04 12:35:00,DO,986,YXC,32N,J,CA,180,0.3160528687116897
2022-03-04 11:50:00,DO,1078,DAN,CR9,J,US,90,0.37502628612483135
2022-03-04 11:45:00,CL,3040,FTL,73H,J,US,189,0.6473524089539666
2022-03-04 12:10:00,DO,803,EWR,333,J,US,266,0.24572599329770042
2022-03-04 13:00:00,SH,617,SIN,359,J,SG,253,0.2041030305030563
2022-03-04 12:35:00,JZ,822,YHM,32B,J,CA,209,0.640702720935324
2022-03-04 12:25:00,DO,1080,YJO,CR9,J,CA,90,0.24529878351390985
2022-03-04 12:30:00,DO,1460,YKK,CR9,J,CA,90,0.3900529993476748
2022-03-04 13:05:00,SV,1730,RNH,73H,J,US,186,0.6204533316348212
2022-03-04 12:45:00,MC,753,YXH,32N,J,CA,174,0.6322284536909044
2022-03-04 13:40:00,SV,1683,YBR,73H,J,CA,186,0.6040753831867534
2022-03-04 12:45:00,UK,1313,YXX,320,J,CA,159,0.6587102432629547
2022-03-04 12:55:00,CL,3240,YHZ,73H,J,CA,189,0.6489116271638093
2022-03-04 13:10:00,GM,817,AHT,359,J,US,321,0.3815521776596872
2022-03-04 14:50:00,DO,1456,AUM,320,J,US,168,0.3509356663056353
2022-03-04 13:20:00,DO,1124,OFF,CR9,J,US,90,0.3625943603174901
2022-03-04 15:00:00,CN,514,EST,AT7,J,US,72,0.622448181097787
2022-03-04 15:00:00,SV,1529,CKE,73H,J,US,186,0.5404660913233988
